,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1156,1732,0,0.8,0,2.0,0.0,61.0,0.3,172.0,5.0,3.0,201.0,656.0,3940.0,17.0,11.0,20,0,1,1,3
1869,1278,1,1.0,0,7.0,1.0,24.0,0.8,170.0,3.0,16.0,1352.0,1775.0,3141.0,6.0,2.0,11,1,1,1,3
950,1382,1,0.5,0,7.0,1.0,13.0,0.3,199.0,2.0,18.0,612.0,719.0,2073.0,16.0,7.0,9,1,0,1,1
249,1617,1,1.3,1,3.0,1.0,30.0,0.7,105.0,2.0,4.0,246.0,1038.0,829.0,9.0,0.0,10,1,0,0,0
639,924,0,0.5,1,0.0,1.0,47.0,0.3,167.0,8.0,6.0,108.0,1813.0,1620.0,17.0,15.0,12,1,0,0,1
650,1315,1,2.6,0,7.0,0.0,64.0,0.8,128.0,7.0,16.0,59.0,575.0,3278.0,6.0,3.0,13,0,0,0,2
1496,1868,1,0.5,0,2.0,1.0,40.0,0.9,179.0,8.0,17.0,576.0,884.0,298.0,8.0,2.0,17,1,1,0,0
607,922,0,1.5,1,1.0,1.0,35.0,0.9,188.0,7.0,15.0,1016.0,1383.0,1165.0,19.0,6.0,4,1,1,1,0
1386,610,1,1.6,1,9.0,0.0,52.0,0.4,90.0,4.0,19.0,1039.0,1273.0,3472.0,10.0,4.0,12,1,1,1,3
1262,1433,1,2.3,0,8.0,1.0,27.0,0.9,153.0,7.0,12.0,1619.0,1651.0,3900.0,18.0,16.0,2,1,0,1,3
1969,640,0,1.3,1,5.0,1.0,6.0,0.6,143.0,8.0,20.0,976.0,1353.0,2711.0,15.0,7.0,8,1,1,0,2
968,1923,0,0.5,1,7.0,0.0,46.0,0.5,191.0,1.0,10.0,767.0,1759.0,1489.0,10.0,9.0,3,1,1,1,1
26,519,1,1.6,1,7.0,1.0,51.0,0.3,132.0,4.0,19.0,550.0,645.0,3763.0,16.0,1.0,4,1,0,1,3
35,725,0,1.3,1,16.0,0.0,60.0,0.4,160.0,8.0,17.0,1134.0,1249.0,1326.0,10.0,4.0,15,1,0,0,1
200,1703,1,0.5,0,0.0,1.0,22.0,0.6,192.0,1.0,0.0,286.0,1235.0,1046.0,5.0,4.0,13,1,0,1,0
70,1448,1,0.5,1,6.0,1.0,45.0,0.8,138.0,7.0,11.0,570.0,1724.0,3378.0,13.0,11.0,2,1,1,1,3
1771,1230,1,1.6,0,0.0,1.0,48.0,0.7,111.0,7.0,2.0,1960.0,1963.0,1622.0,18.0,17.0,16,1,1,1,2
1153,1526,0,1.1,1,2.0,1.0,38.0,0.3,116.0,5.0,6.0,798.0,1418.0,3317.0,7.0,1.0,8,1,1,1,3
1694,1441,0,0.6,1,0.0,1.0,53.0,0.5,106.0,1.0,12.0,254.0,954.0,1393.0,9.0,4.0,4,1,1,1,1
1371,601,1,1.7,1,3.0,1.0,6.0,0.8,169.0,4.0,11.0,818.0,1827.0,2651.0,14.0,8.0,9,1,0,1,2
97,1665,1,0.5,0,3.0,1.0,60.0,0.2,194.0,6.0,18.0,1572.0,1684.0,1601.0,18.0,17.0,14,1,0,0,2
138,536,0,2.4,1,12.0,1.0,3.0,0.3,182.0,7.0,14.0,1386.0,1539.0,284.0,12.0,9.0,4,1,1,0,0
665,1721,1,0.5,1,4.0,1.0,33.0,0.5,128.0,4.0,5.0,871.0,1048.0,707.0,19.0,2.0,5,1,1,1,0
1503,1762,0,0.7,0,7.0,0.0,60.0,0.1,157.0,4.0,10.0,643.0,790.0,1380.0,14.0,5.0,14,1,0,0,1
1852,648,1,1.8,0,1.0,1.0,60.0,0.1,195.0,4.0,4.0,931.0,1811.0,819.0,10.0,3.0,4,1,0,0,0
1280,1426,0,1.6,0,4.0,1.0,12.0,0.7,174.0,5.0,16.0,1573.0,1694.0,1277.0,14.0,9.0,5,1,0,0,1
1876,864,0,1.6,1,0.0,1.0,53.0,0.3,88.0,6.0,1.0,262.0,1436.0,493.0,18.0,9.0,10,1,1,0,0
1444,1237,1,2.5,0,7.0,0.0,13.0,0.8,98.0,4.0,12.0,18.0,1004.0,2528.0,11.0,8.0,16,0,0,0,2
791,1520,0,0.5,0,1.0,1.0,24.0,0.7,199.0,5.0,8.0,109.0,1909.0,3233.0,13.0,3.0,4,1,0,1,3
327,1995,1,0.5,0,6.0,0.0,26.0,0.2,129.0,1.0,15.0,649.0,1104.0,1322.0,15.0,11.0,7,0,1,1,1
977,1130,1,2.5,0,4.0,1.0,58.0,0.1,132.0,5.0,14.0,88.0,1261.0,1018.0,17.0,1.0,16,1,0,0,0
702,535,0,1.5,0,1.0,1.0,48.0,0.7,113.0,1.0,4.0,290.0,811.0,740.0,11.0,10.0,18,1,1,0,0
95,1137,1,1.0,0,18.0,0.0,7.0,1.0,196.0,3.0,19.0,942.0,1179.0,3616.0,13.0,5.0,12,1,1,1,3
105,832,0,0.7,1,2.0,1.0,39.0,0.7,103.0,4.0,3.0,125.0,1504.0,1799.0,5.0,2.0,11,1,0,1,1
1542,1908,0,0.5,0,9.0,1.0,30.0,1.0,111.0,2.0,19.0,140.0,1046.0,2944.0,19.0,17.0,17,1,0,1,3
1594,586,1,0.6,0,16.0,1.0,42.0,0.3,121.0,7.0,17.0,785.0,1118.0,1869.0,12.0,2.0,7,1,1,1,1
594,621,1,2.7,1,0.0,0.0,54.0,0.1,151.0,4.0,20.0,434.0,910.0,2801.0,6.0,1.0,5,1,1,1,2
713,1108,1,1.3,1,14.0,1.0,2.0,0.3,169.0,7.0,20.0,208.0,1742.0,1229.0,5.0,3.0,4,1,1,0,0
987,1688,0,2.5,0,0.0,1.0,21.0,0.2,170.0,7.0,0.0,650.0,864.0,3984.0,17.0,14.0,8,1,1,1,3
1513,1343,0,2.4,1,5.0,1.0,14.0,0.9,81.0,8.0,10.0,1063.0,1205.0,462.0,18.0,7.0,11,1,1,1,0
882,1156,1,2.7,1,1.0,1.0,30.0,0.9,173.0,3.0,16.0,945.0,1913.0,2735.0,16.0,15.0,13,1,0,1,2
1910,1872,1,1.9,0,5.0,0.0,35.0,0.6,111.0,3.0,14.0,1546.0,1879.0,2419.0,15.0,5.0,19,0,0,0,3
1640,1269,1,2.8,1,16.0,0.0,41.0,1.0,180.0,8.0,17.0,406.0,1036.0,2341.0,10.0,9.0,16,0,0,1,2
999,1777,1,3.0,0,3.0,0.0,20.0,0.6,188.0,6.0,5.0,511.0,616.0,3868.0,5.0,1.0,7,0,1,1,3
1149,1396,0,1.5,1,0.0,1.0,44.0,0.1,118.0,6.0,1.0,173.0,1843.0,1386.0,7.0,1.0,8,1,1,1,1
1986,1139,1,0.9,1,6.0,1.0,58.0,0.5,161.0,2.0,11.0,742.0,999.0,1850.0,9.0,4.0,8,1,0,0,1
98,657,0,2.5,0,0.0,0.0,37.0,0.7,141.0,2.0,1.0,476.0,961.0,1412.0,14.0,3.0,18,0,1,0,0
1720,1248,0,2.4,0,6.0,1.0,9.0,0.4,89.0,3.0,8.0,71.0,1686.0,2454.0,9.0,8.0,13,1,1,0,2
938,894,0,0.9,0,5.0,1.0,54.0,0.2,130.0,3.0,15.0,104.0,541.0,2829.0,11.0,5.0,13,1,0,1,2
48,578,1,2.6,1,2.0,1.0,57.0,0.2,162.0,8.0,8.0,1025.0,1433.0,1270.0,15.0,3.0,5,1,0,1,0
1405,1973,1,0.5,1,3.0,0.0,21.0,0.8,95.0,8.0,7.0,127.0,507.0,1724.0,12.0,10.0,8,0,0,1,1
936,805,0,0.8,0,1.0,0.0,34.0,0.6,88.0,6.0,2.0,1262.0,1538.0,3647.0,18.0,11.0,9,1,0,1,3
901,783,1,1.7,1,9.0,1.0,27.0,0.3,150.0,6.0,11.0,458.0,1263.0,1185.0,15.0,4.0,6,1,1,1,0
1159,504,0,2.8,1,0.0,0.0,40.0,0.5,178.0,3.0,0.0,626.0,1195.0,470.0,6.0,0.0,16,1,0,0,0
907,1800,1,3.0,0,5.0,0.0,53.0,0.3,87.0,1.0,12.0,191.0,1108.0,656.0,14.0,10.0,18,0,0,1,0
1664,1288,0,0.5,1,3.0,1.0,61.0,0.2,115.0,6.0,6.0,988.0,1503.0,1882.0,16.0,6.0,10,1,0,1,2
845,1907,0,2.0,0,13.0,0.0,55.0,0.9,105.0,7.0,15.0,713.0,1513.0,286.0,14.0,4.0,17,1,0,1,0
404,1552,1,2.2,0,6.0,1.0,13.0,0.2,123.0,6.0,9.0,269.0,1026.0,2403.0,9.0,2.0,9,1,1,1,2
1800,1358,0,1.7,0,0.0,0.0,60.0,0.6,147.0,3.0,1.0,889.0,1635.0,440.0,14.0,10.0,13,1,0,0,0
286,612,1,1.9,1,6.0,0.0,16.0,0.3,102.0,7.0,7.0,1360.0,1891.0,3161.0,8.0,4.0,3,0,0,0,3
1680,1826,1,0.5,1,5.0,1.0,49.0,0.6,172.0,8.0,6.0,973.0,1633.0,1612.0,17.0,9.0,17,1,1,0,2
228,1578,0,1.9,1,2.0,1.0,37.0,0.1,138.0,4.0,19.0,411.0,1226.0,2458.0,19.0,16.0,3,1,0,1,2
1722,1831,1,2.3,0,3.0,1.0,44.0,0.2,148.0,7.0,14.0,437.0,1113.0,2460.0,10.0,5.0,18,1,0,0,2
1075,1449,0,0.8,1,3.0,1.0,10.0,0.2,144.0,1.0,12.0,1518.0,1883.0,1032.0,10.0,0.0,8,1,1,1,1
814,1188,1,1.5,1,0.0,0.0,54.0,0.3,198.0,6.0,2.0,1150.0,1469.0,485.0,12.0,7.0,7,0,1,0,0
223,1452,1,0.5,1,1.0,1.0,25.0,0.9,123.0,6.0,11.0,42.0,1040.0,2669.0,12.0,10.0,13,1,0,0,2
1716,869,0,1.9,0,0.0,0.0,2.0,0.6,197.0,7.0,3.0,519.0,533.0,3249.0,19.0,0.0,12,0,0,1,2
1491,1824,1,1.9,1,9.0,1.0,2.0,0.7,103.0,1.0,14.0,50.0,1105.0,3958.0,12.0,2.0,19,1,1,0,3
1300,664,0,1.5,0,5.0,1.0,6.0,0.9,164.0,2.0,19.0,1076.0,1472.0,3774.0,11.0,5.0,18,1,0,0,3
1473,541,0,1.0,0,0.0,1.0,10.0,0.4,127.0,4.0,0.0,1836.0,1873.0,1019.0,19.0,9.0,15,1,1,0,1
1608,1129,1,0.8,1,9.0,1.0,21.0,0.6,116.0,2.0,10.0,1128.0,1702.0,1400.0,11.0,0.0,13,1,1,0,1
1127,618,0,0.6,0,8.0,0.0,16.0,0.2,143.0,1.0,14.0,1105.0,1602.0,2262.0,16.0,15.0,4,0,1,0,2
618,843,0,1.8,1,0.0,0.0,16.0,0.1,166.0,5.0,6.0,981.0,1096.0,3673.0,12.0,1.0,20,1,0,1,3
1997,1911,0,0.9,1,1.0,1.0,36.0,0.7,108.0,8.0,3.0,868.0,1632.0,3057.0,9.0,1.0,5,1,1,0,3
354,848,1,2.1,1,10.0,1.0,19.0,0.8,148.0,7.0,18.0,176.0,1029.0,3359.0,10.0,0.0,14,1,0,0,2
1082,1044,1,2.8,1,7.0,0.0,33.0,0.6,129.0,4.0,13.0,42.0,1262.0,1816.0,17.0,16.0,15,1,0,1,1
1990,1617,1,2.4,0,8.0,1.0,36.0,0.8,85.0,1.0,9.0,743.0,1426.0,296.0,5.0,3.0,7,1,0,0,0
395,1896,0,0.5,1,8.0,1.0,7.0,0.4,141.0,2.0,13.0,447.0,794.0,3684.0,9.0,7.0,18,1,0,0,3
144,1678,0,2.1,0,3.0,1.0,64.0,0.9,134.0,3.0,11.0,436.0,536.0,278.0,19.0,0.0,10,1,1,0,0
1266,1020,0,1.5,0,13.0,1.0,7.0,0.7,96.0,3.0,18.0,870.0,1613.0,1142.0,13.0,9.0,8,1,0,1,1
1652,626,1,2.8,1,3.0,1.0,11.0,0.8,109.0,2.0,9.0,737.0,1759.0,1077.0,6.0,1.0,4,1,0,1,0
232,1715,0,1.0,1,4.0,1.0,31.0,0.5,83.0,8.0,17.0,638.0,1615.0,625.0,17.0,6.0,13,1,0,0,0
1899,1837,0,0.5,0,9.0,0.0,36.0,0.9,162.0,4.0,20.0,786.0,872.0,770.0,14.0,1.0,15,0,0,1,0
11,1520,1,2.2,0,5.0,1.0,33.0,0.5,177.0,8.0,18.0,151.0,1005.0,3826.0,14.0,9.0,13,1,1,1,3
1588,1880,1,2.0,0,11.0,0.0,35.0,0.1,200.0,4.0,14.0,930.0,1983.0,1930.0,17.0,7.0,15,0,1,0,2
855,1068,0,1.3,0,6.0,1.0,52.0,0.1,97.0,8.0,7.0,994.0,1500.0,1436.0,16.0,1.0,15,1,0,0,1
392,1860,1,2.3,0,15.0,0.0,23.0,0.6,162.0,4.0,16.0,1362.0,1506.0,3918.0,9.0,2.0,8,0,1,0,3
1967,1783,0,2.9,1,2.0,0.0,42.0,0.7,104.0,6.0,8.0,1081.0,1979.0,387.0,14.0,5.0,3,0,1,0,1
979,1866,1,2.5,1,3.0,1.0,47.0,0.8,89.0,5.0,9.0,358.0,1782.0,1444.0,7.0,4.0,20,1,0,0,1
775,1160,0,1.1,0,1.0,1.0,63.0,0.7,166.0,3.0,2.0,762.0,859.0,595.0,18.0,4.0,15,1,0,1,0
888,1578,0,2.9,0,8.0,0.0,3.0,0.9,200.0,1.0,20.0,342.0,670.0,3483.0,17.0,4.0,16,1,0,0,3
1928,1283,1,2.4,1,8.0,1.0,33.0,1.0,93.0,3.0,15.0,510.0,980.0,773.0,17.0,7.0,2,1,1,0,0
834,1161,0,1.3,1,0.0,1.0,21.0,0.6,126.0,8.0,12.0,308.0,1169.0,3336.0,6.0,4.0,14,1,0,1,3
633,1231,0,1.2,1,5.0,0.0,54.0,0.8,185.0,3.0,10.0,632.0,1184.0,1762.0,5.0,3.0,6,1,1,0,1
768,1149,1,2.2,0,4.0,0.0,30.0,0.2,106.0,6.0,5.0,1617.0,1675.0,3755.0,17.0,14.0,8,1,0,0,3
683,1713,0,2.5,1,1.0,0.0,27.0,0.9,127.0,7.0,3.0,729.0,974.0,2406.0,13.0,10.0,20,1,0,1,2
1027,502,0,1.5,1,7.0,0.0,37.0,0.2,199.0,2.0,12.0,705.0,1810.0,1649.0,6.0,1.0,14,0,1,0,1
1882,591,0,2.1,1,18.0,1.0,16.0,0.5,196.0,7.0,20.0,952.0,1726.0,704.0,14.0,5.0,4,1,1,1,0
1055,1720,1,0.7,1,0.0,0.0,19.0,0.1,137.0,2.0,3.0,409.0,646.0,1222.0,13.0,2.0,7,0,0,0,1
1693,695,0,0.5,0,18.0,1.0,12.0,0.6,196.0,2.0,19.0,1649.0,1829.0,2855.0,16.0,13.0,7,1,1,1,2
272,1053,1,0.8,1,7.0,1.0,45.0,0.3,103.0,1.0,12.0,594.0,1767.0,3086.0,17.0,6.0,5,1,1,1,3
906,1983,1,1.2,1,6.0,1.0,27.0,0.6,125.0,1.0,11.0,370.0,1197.0,3897.0,12.0,10.0,10,1,1,1,3
1670,1569,1,1.6,1,4.0,1.0,54.0,0.9,190.0,4.0,6.0,371.0,665.0,3905.0,6.0,2.0,4,1,0,0,3
940,1456,0,1.6,1,9.0,1.0,39.0,0.1,80.0,8.0,10.0,815.0,1666.0,3998.0,6.0,3.0,13,1,1,0,3
401,1042,0,2.7,1,16.0,1.0,50.0,0.8,93.0,7.0,18.0,727.0,1705.0,3215.0,18.0,0.0,20,1,1,1,3
1461,1201,1,0.5,0,1.0,1.0,10.0,0.4,198.0,6.0,5.0,1151.0,1723.0,726.0,11.0,4.0,3,1,1,0,0
397,880,1,1.7,1,0.0,0.0,33.0,0.7,173.0,2.0,2.0,30.0,1350.0,1414.0,12.0,1.0,7,1,1,0,0
1179,1880,0,0.5,0,0.0,1.0,7.0,0.6,104.0,4.0,1.0,890.0,1019.0,2968.0,9.0,0.0,3,1,1,0,3
449,1844,1,2.3,1,1.0,0.0,51.0,0.7,158.0,8.0,3.0,533.0,882.0,1724.0,5.0,1.0,14,0,1,1,1
1740,1855,0,0.5,0,5.0,0.0,32.0,0.6,187.0,8.0,18.0,267.0,1161.0,3933.0,7.0,0.0,7,1,0,1,3
1400,1325,1,0.5,0,0.0,1.0,13.0,1.0,133.0,4.0,8.0,1353.0,1915.0,3707.0,19.0,3.0,18,1,1,0,3
766,1872,1,0.9,1,0.0,0.0,16.0,0.5,80.0,2.0,2.0,286.0,1484.0,2295.0,15.0,11.0,16,0,0,1,2
248,957,1,2.5,0,4.0,0.0,7.0,0.8,107.0,5.0,10.0,1201.0,1485.0,1846.0,12.0,5.0,7,1,0,1,1
1691,1603,1,0.5,1,1.0,1.0,17.0,0.5,114.0,2.0,8.0,430.0,1207.0,1637.0,17.0,3.0,11,1,0,1,1
1930,732,1,1.3,0,5.0,1.0,32.0,0.4,163.0,8.0,7.0,1661.0,1836.0,3883.0,12.0,2.0,5,1,0,1,3
1317,1825,0,1.1,1,13.0,1.0,17.0,0.1,157.0,4.0,18.0,1621.0,1773.0,3130.0,12.0,4.0,2,1,0,1,3
341,811,1,2.4,1,5.0,1.0,2.0,0.3,106.0,6.0,13.0,,,,,,2,1,0,1,1
753,1996,0,2.5,0,5.0,1.0,51.0,0.4,122.0,4.0,9.0,671.0,1445.0,2236.0,8.0,7.0,12,1,0,1,2
1053,623,1,0.9,0,1.0,1.0,3.0,0.1,102.0,8.0,7.0,1749.0,1781.0,3537.0,16.0,13.0,3,1,0,1,3
718,1108,0,1.0,0,3.0,0.0,49.0,0.7,140.0,5.0,12.0,1298.0,1666.0,3254.0,12.0,0.0,16,1,0,0,3
1863,1920,0,0.6,1,3.0,1.0,19.0,0.5,131.0,3.0,8.0,670.0,1152.0,3943.0,13.0,0.0,4,1,1,0,3
149,506,0,1.6,0,6.0,1.0,41.0,0.8,159.0,1.0,7.0,875.0,1025.0,2965.0,13.0,10.0,15,1,0,0,2
896,1742,1,1.6,0,3.0,0.0,49.0,0.8,100.0,1.0,9.0,1134.0,1469.0,1947.0,5.0,4.0,6,1,0,1,2
881,1187,0,2.3,0,0.0,1.0,21.0,0.2,122.0,6.0,6.0,215.0,1125.0,2547.0,10.0,3.0,5,1,1,0,2
1712,1783,1,0.5,0,8.0,0.0,14.0,0.6,183.0,8.0,11.0,910.0,1566.0,1816.0,12.0,7.0,7,0,0,1,2
1581,1202,1,2.4,1,0.0,0.0,19.0,0.1,122.0,2.0,1.0,404.0,1742.0,595.0,19.0,0.0,3,0,0,0,0
815,1512,1,0.5,0,1.0,0.0,52.0,0.1,131.0,1.0,14.0,333.0,952.0,3002.0,6.0,5.0,7,0,0,1,2
1810,594,1,2.6,0,1.0,0.0,27.0,0.1,196.0,5.0,2.0,407.0,528.0,708.0,17.0,5.0,17,0,1,1,0
268,1283,1,1.6,1,4.0,0.0,47.0,0.9,93.0,5.0,5.0,372.0,692.0,2698.0,9.0,6.0,17,1,1,0,2
284,1953,1,2.1,1,7.0,0.0,56.0,0.1,158.0,8.0,9.0,555.0,764.0,2334.0,11.0,5.0,4,1,0,0,2
1209,1895,0,0.5,0,2.0,1.0,5.0,0.7,134.0,1.0,11.0,725.0,1335.0,774.0,15.0,4.0,6,1,1,0,1
1276,586,0,1.4,1,10.0,1.0,8.0,0.5,142.0,8.0,14.0,116.0,598.0,3178.0,9.0,7.0,10,1,0,1,2
643,920,1,0.5,0,2.0,0.0,46.0,0.8,149.0,3.0,3.0,1058.0,1421.0,2608.0,6.0,0.0,2,0,0,1,2
542,569,0,0.6,1,2.0,0.0,39.0,0.1,184.0,8.0,9.0,389.0,739.0,2811.0,7.0,6.0,7,1,0,1,1
359,1960,1,2.3,1,1.0,1.0,61.0,0.3,86.0,7.0,3.0,205.0,1299.0,3865.0,10.0,7.0,11,1,0,0,3
31,1568,1,0.5,0,16.0,0.0,33.0,1.0,150.0,8.0,20.0,413.0,654.0,508.0,5.0,1.0,6,1,1,1,0
499,869,0,1.3,1,3.0,0.0,34.0,0.1,104.0,2.0,4.0,478.0,539.0,3864.0,13.0,3.0,11,1,0,0,3
1124,680,1,2.1,1,9.0,1.0,9.0,0.1,131.0,3.0,11.0,1428.0,1500.0,2438.0,14.0,2.0,17,1,0,0,2
1942,1279,1,2.5,0,5.0,1.0,7.0,0.5,105.0,6.0,6.0,560.0,1633.0,1150.0,7.0,2.0,7,1,0,0,1
1099,1697,0,0.5,0,0.0,1.0,60.0,0.1,90.0,4.0,0.0,88.0,1046.0,441.0,15.0,1.0,11,1,1,0,0
1851,1077,1,2.5,0,13.0,1.0,49.0,0.6,131.0,4.0,14.0,334.0,1079.0,3454.0,17.0,11.0,2,1,0,1,3
957,1754,1,2.1,1,1.0,1.0,52.0,1.0,101.0,4.0,3.0,199.0,1452.0,3019.0,11.0,6.0,19,1,0,1,3
828,1965,0,0.5,0,6.0,1.0,4.0,1.0,84.0,7.0,9.0,977.0,1660.0,3535.0,17.0,0.0,16,1,1,1,3
1044,1218,1,2.8,1,3.0,0.0,39.0,0.8,150.0,7.0,14.0,1122.0,1746.0,1667.0,10.0,0.0,12,0,0,0,1
1186,1039,1,2.7,0,11.0,0.0,56.0,0.3,125.0,8.0,13.0,497.0,618.0,3105.0,14.0,8.0,5,0,1,1,2
552,726,0,2.9,0,0.0,0.0,43.0,0.1,101.0,8.0,0.0,666.0,760.0,1446.0,17.0,2.0,8,1,1,0,0
1465,510,0,2.6,0,0.0,0.0,33.0,0.1,110.0,6.0,10.0,1052.0,1897.0,1693.0,6.0,2.0,5,0,1,0,1
1332,614,0,2.9,1,3.0,1.0,24.0,0.2,94.0,4.0,7.0,409.0,603.0,1930.0,13.0,12.0,4,1,0,1,1
1883,1205,1,2.7,0,5.0,0.0,10.0,0.1,163.0,6.0,10.0,321.0,1870.0,953.0,18.0,11.0,20,0,1,1,0
756,545,0,0.5,0,0.0,1.0,11.0,0.3,131.0,3.0,1.0,381.0,1452.0,616.0,15.0,6.0,19,1,1,1,0
1597,848,1,2.8,0,1.0,0.0,8.0,0.1,103.0,7.0,3.0,7.0,1294.0,436.0,10.0,6.0,15,1,1,1,0
879,906,0,2.1,1,7.0,0.0,18.0,0.1,136.0,2.0,11.0,1102.0,1793.0,3412.0,13.0,8.0,16,1,0,0,3
476,1588,0,0.5,0,0.0,1.0,61.0,0.8,159.0,1.0,13.0,1064.0,1594.0,3272.0,18.0,0.0,17,1,1,0,3
995,1456,0,1.6,1,5.0,0.0,49.0,0.2,193.0,3.0,20.0,1285.0,1427.0,3624.0,12.0,11.0,16,1,1,0,3
614,539,1,0.6,1,9.0,0.0,21.0,0.1,145.0,7.0,14.0,551.0,599.0,3597.0,14.0,5.0,9,0,0,0,2
54,1073,1,0.5,1,0.0,0.0,51.0,0.5,145.0,7.0,0.0,690.0,804.0,2908.0,6.0,0.0,18,0,1,0,2
853,1195,1,1.1,1,2.0,1.0,8.0,0.9,80.0,6.0,6.0,327.0,1001.0,643.0,14.0,2.0,19,1,0,0,0
350,609,1,3.0,0,15.0,1.0,44.0,0.3,117.0,1.0,16.0,58.0,1253.0,2581.0,15.0,11.0,15,1,0,1,1
770,1911,1,2.0,0,7.0,1.0,64.0,0.6,163.0,8.0,8.0,1795.0,1958.0,3872.0,9.0,8.0,11,1,1,0,3
1816,584,1,1.7,1,1.0,1.0,19.0,0.4,199.0,4.0,4.0,919.0,1343.0,3996.0,12.0,9.0,17,1,1,1,3
62,1156,1,1.2,1,0.0,1.0,50.0,0.8,159.0,2.0,0.0,322.0,547.0,470.0,7.0,0.0,15,1,1,0,0
364,916,1,2.6,0,0.0,0.0,36.0,0.3,195.0,4.0,12.0,188.0,992.0,1470.0,13.0,0.0,14,0,1,0,0
173,1577,0,0.5,1,0.0,1.0,42.0,0.3,197.0,5.0,4.0,1045.0,1737.0,2060.0,19.0,6.0,12,1,0,0,2
1398,1540,0,0.7,1,0.0,1.0,29.0,0.1,157.0,7.0,1.0,318.0,831.0,1161.0,11.0,8.0,5,1,0,0,0
141,1218,0,1.8,1,1.0,1.0,14.0,0.5,147.0,3.0,4.0,229.0,616.0,398.0,17.0,0.0,5,1,0,0,0
342,1989,1,2.9,1,8.0,0.0,17.0,0.1,193.0,8.0,15.0,629.0,682.0,2369.0,7.0,0.0,18,1,1,0,2
1502,1186,1,0.5,1,2.0,0.0,21.0,0.4,160.0,8.0,4.0,68.0,584.0,2361.0,17.0,8.0,7,1,0,0,1
1835,1680,1,1.2,1,6.0,1.0,37.0,0.7,168.0,4.0,7.0,679.0,1231.0,1459.0,15.0,3.0,2,1,1,0,1
1660,1559,1,1.3,1,10.0,1.0,10.0,0.3,114.0,8.0,17.0,117.0,681.0,2203.0,7.0,5.0,15,1,1,1,1
1059,1925,0,3.0,1,0.0,1.0,16.0,0.8,175.0,8.0,11.0,983.0,1087.0,2173.0,7.0,3.0,19,1,1,0,2
909,868,0,1.7,0,0.0,0.0,30.0,0.8,83.0,4.0,0.0,276.0,1026.0,1653.0,11.0,7.0,17,1,0,0,1
427,1755,1,1.3,0,0.0,1.0,24.0,0.1,134.0,7.0,2.0,286.0,1075.0,3937.0,8.0,1.0,7,1,0,1,3
311,1707,0,1.4,0,0.0,0.0,41.0,0.8,80.0,7.0,2.0,1331.0,1388.0,1774.0,12.0,0.0,10,0,0,0,2
1760,1936,0,1.3,0,2.0,0.0,44.0,0.1,139.0,3.0,3.0,570.0,1021.0,1400.0,17.0,7.0,3,0,0,1,1
953,852,1,1.6,1,6.0,1.0,54.0,0.4,147.0,5.0,7.0,538.0,730.0,1275.0,13.0,7.0,12,1,0,1,0
1219,984,0,0.5,1,3.0,1.0,9.0,0.8,140.0,3.0,20.0,531.0,707.0,841.0,18.0,15.0,16,1,0,0,0
516,1039,0,1.3,0,0.0,1.0,12.0,0.8,200.0,8.0,0.0,1428.0,1827.0,1619.0,7.0,1.0,10,1,1,1,1
1333,1972,0,2.9,0,9.0,0.0,14.0,0.4,196.0,7.0,18.0,293.0,952.0,1316.0,8.0,1.0,8,1,1,0,1
664,914,1,0.5,0,0.0,1.0,26.0,0.7,147.0,4.0,0.0,706.0,721.0,1122.0,12.0,9.0,2,1,1,1,0
273,1611,1,0.5,1,11.0,0.0,3.0,0.6,98.0,3.0,14.0,303.0,714.0,1595.0,8.0,4.0,9,1,0,1,1
1906,1807,0,0.8,1,0.0,1.0,38.0,0.2,97.0,8.0,0.0,1332.0,1814.0,1069.0,7.0,6.0,7,1,0,0,1
119,1778,0,0.5,0,0.0,0.0,15.0,0.5,102.0,3.0,0.0,1445.0,1954.0,1214.0,5.0,0.0,14,1,0,0,1
1836,1715,0,1.3,0,0.0,1.0,12.0,0.3,94.0,8.0,6.0,1224.0,1676.0,1633.0,15.0,10.0,5,1,1,1,2
582,1232,0,2.9,1,1.0,1.0,24.0,0.3,169.0,5.0,17.0,361.0,809.0,1257.0,16.0,10.0,16,1,0,0,0
1185,1136,0,0.5,0,0.0,1.0,9.0,0.9,150.0,6.0,2.0,1307.0,1767.0,2110.0,9.0,5.0,16,1,0,1,2
454,932,0,1.3,0,1.0,0.0,64.0,0.7,154.0,7.0,2.0,1176.0,1224.0,3817.0,8.0,7.0,9,1,1,1,3
1178,909,1,0.5,1,9.0,0.0,30.0,0.4,97.0,3.0,10.0,290.0,773.0,594.0,12.0,0.0,4,1,1,1,0
1039,504,1,0.5,1,2.0,1.0,46.0,0.9,172.0,5.0,14.0,280.0,1795.0,2085.0,13.0,5.0,8,1,0,0,1
508,581,0,2.2,0,0.0,0.0,59.0,0.7,185.0,5.0,6.0,803.0,1613.0,2819.0,19.0,17.0,9,0,0,1,2
1011,772,0,2.6,1,7.0,0.0,6.0,0.1,100.0,2.0,10.0,741.0,1471.0,929.0,13.0,6.0,18,0,1,1,0
261,728,0,2.7,1,,,,,,,,,,,5.0,1.0,12,1,1,1,1
